,Target_Label,L1_Norm
0,0,39.11419677734375
1,1,39.923683166503906
2,2,43.20981216430664
3,3,51.90752410888672
4,4,5.386244297027588
5,5,33.77305603027344
6,6,47.602787017822266
7,7,42.73027801513672
8,8,48.60462188720703
9,9,32.36044692993164
