,Target_Label,L1_Norm
0,0,33.38346862792969
1,1,39.17167663574219
2,2,7.4742817878723145
3,3,44.825077056884766
4,4,44.304080963134766
5,5,44.22635269165039
6,6,36.41789245605469
7,7,44.043914794921875
8,8,49.965660095214844
9,9,40.8836784362793
