,Target_Label,L1_Norm
0,0,51.90060806274414
1,1,45.15017318725586
2,2,45.47270965576172
3,3,51.20935821533203
4,4,48.48444747924805
5,5,10.757490158081055
6,6,51.388092041015625
7,7,41.242305755615234
8,8,59.29557800292969
9,9,40.07085037231445
