,Target_Label,L1_Norm
0,0,49.34485626220703
1,1,35.47572708129883
2,2,41.537811279296875
3,3,6.405745506286621
4,4,44.95927047729492
5,5,37.88497543334961
6,6,48.63217544555664
7,7,41.24788284301758
8,8,49.99696731567383
9,9,39.22257614135742
