,Target_Label,L1_Norm
0,0,38.99250030517578
1,1,33.77954864501953
2,2,35.26523208618164
3,3,52.591644287109375
4,4,46.380802154541016
5,5,42.30341339111328
6,6,47.65528106689453
7,7,8.532754898071289
8,8,49.34992218017578
9,9,38.69468688964844
