,Target_Label,L1_Norm
0,0,52.38405227661133
1,1,38.758277893066406
2,2,46.23491668701172
3,3,36.7023811340332
4,4,41.21333694458008
5,5,47.33552551269531
6,6,50.92333984375
7,7,42.05980682373047
8,8,60.535011291503906
9,9,30.283231735229492
