,Target_Label,L1_Norm
0,0,40.368370056152344
1,1,40.911136627197266
2,2,35.05756378173828
3,3,44.63454818725586
4,4,44.97083282470703
5,5,38.33060073852539
6,6,49.319393157958984
7,7,38.841346740722656
8,8,13.18004322052002
9,9,35.282752990722656
