,Target_Label,L1_Norm
0,0,16.636341094970703
1,1,41.212738037109375
2,2,35.22970199584961
3,3,40.791324615478516
4,4,40.28554916381836
5,5,41.245147705078125
6,6,44.27494812011719
7,7,38.525081634521484
8,8,51.99356460571289
9,9,32.92543029785156
