,Target_Label,L1_Norm
0,0,41.754093170166016
1,1,39.96784973144531
2,2,39.85146713256836
3,3,52.70220947265625
4,4,49.15199661254883
5,5,36.70590591430664
6,6,6.98874568939209
7,7,49.43482971191406
8,8,49.61618423461914
9,9,35.16086959838867
